"Frango, galeto, so carne, cozido, assado",134,23.3,3.87,0,0,106
"Frango, lata, sem caldo",185,25.3,8.1,0.9,0,50
"Frango, de corte ate 8 semanas,  peito, so carne, enriquecido, cru",108,20.32,3,0,0,64
"Frango, pes, fervido",215,19.4,14.6,0.2,0,84
"Galinha, enlatada, so carne, solida, Commodity USDA",162,27.52,5.72,0,0,83
"Galinha, enlatada, so carne, com agua, Commodity USDA",129,22.02,4.58,0,0,67
"Galinha, enlatada, so carne, com caldo, Commodity USDA",133,22.41,4.69,0.23,0,67
"Ema, moido, pronto para o consumo, grelhado na frigideira",163,28.43,4.65,0,0,87
"Ema, bife, cru",103,22.5,0.8,0,0,71
"Ema, bife, pronto para o consumo, grelhado",154,31.27,2.3,0,0,82
"Ema, file, cru",102,22.25,0.74,0,0,71
"Ema, alcatra inteira, cru",112,22.83,1.64,0,0,85
"Ema, alcatra inteira, pronto para o consumo, grelhado",168,33.67,2.68,0,0,129
"Avestruz, moido, cru",165,20.22,8.7,0,0,71
"Avestruz, moido, pronto para consumo, grelhado na frigideira",175,26.15,7.07,0,0,83
"Avestruz, lombo, cru",123,22.07,3.19,0,0,80
"Frango, figado, todas as especies, pronto para o consumo, frito",172,25.78,6.43,1.11,0,564
"Peru moido, sem gordura, cru",112,23.57,1.95,0,0,55
"Peru moido, sem gordura, grelhado na frigideira",151,31.69,2.71,0,0,71
"Bacon de peru, pronto para o consumo",382,29.6,27.9,3.1,0,98
"Codorna, pronto para o consumo, comestivel",227,25.1,14.1,0,0,86
"Faisao, pronto para o consumo, comestivel",239,32.4,12.1,0,0,89
"Pomba, cozido (inclui pombo)",213,23.9,13,0,0,116
"Peru, asa, defumado, pronto para o consumo, com pele, desossado",221,27.4,12.41,0,0,81
"Peru, coxa, defumado, pronto para o consumo, com pele, desossado",208,27.9,9.8,0,0,85
"Sopa, creme de aspargos, lata, concentrada, varejo",69,1.82,3.26,8.52,0.4,4
"Sopa, feijao preto, lata, concentrada, varejo",91,4.83,1.32,15.42,6.8,0
"Sopa, feijao com porco, lata, concentrada, varejo",129,5.88,4.42,16.97,5.9,2
"Sopa, feijao com salsicha, lata, concentrada, varejo",142,7.6,5.31,16.75,4.6,9
"Sopa, feijao com presunto, lata, encorpado, pronto para consumo, varejo",95,5.19,3.5,11.16,4.6,9
"Sopa, consome de carne, lata, pronto para consumo",7,1.14,0.22,0.04,0,0
"Sopa, carne com macarrao, lata, concentrada, varejo",67,3.85,2.46,7.16,0.6,4
"Sopa, creme de salsao, lata, concentrada, varejo",72,1.32,4.46,7.03,0.6,11
"Sopa, queijo, lata, concentrada, varejo",82,0.8,3.92,11.3,2.2,3
"Sopa, galinha com massa, lata, concentrada, varejo",79,4.58,4.51,4.93,0.4,27
"Sopa, consome de galinha, lata, concentrada, varejo",31,4.42,1.04,0.75,0,1
"Sopa, queijo e brocolis, condensada, CAMPBELL Soup Company",81,1.61,3.63,9.68,0,4
"Sopa, galinha, lata, encorpado, pronto para consumo, varejo",71,5.06,2.64,6.88,0.6,12
"Sopa, creme de galinha, lata, concentrada, varejo",90,2.38,5.77,7.16,0,8
"Sopa, galinha com macarrao, lata, encorpado, pronto para consumo",39,3.09,1.16,4,0.8,5
"Sopa, galinha com macarrao, lata, concentrada, varejo",52,2.59,1.94,6.03,0.3,11
"Sopa, galinha com arroz, lata, encorpado, pronto para consumo",53,5.11,1.33,5.41,0.4,5
"Sopa, galinha com arroz, lata, concentrada, varejo",68,1.84,1.56,11.57,0.9,4
"Sopa, galinha com vegetais, lata, encorpado, pronto para consumo",33,1.97,0.73,4.68,0.9,3
"Sopa, galinha com vegetais, lata, concentrada, varejo",61,2.94,2.32,7.01,0.7,7
"Sopa, carne com chili, lata, concentrada, varejo",117,5.09,2.53,18.86,2.5,10
"Sopa, marisco, estilo manhattan, lata, encorpado, pronto para consumo",56,3.02,1.41,7.84,1.2,6
"Sopa, marisco, estilo manhattan, lata, concentrada, varejo",61,1.74,1.76,9.74,1.2,2
"Sopa, marisco, estilo new england, lata, concentrada, varejo",72,3.17,2.06,10.32,0.7,6
"Sopa, consome de carne, lata, concentrada, varejo",13,2.52,0,0.84,0,0
"Sopa, caranguejo, lata, pronto para consumo",31,2.25,0.62,4.22,0.3,4
"Sopa, escarola, lata, pronto para consumo",11,0.62,0.73,0.72,1
"Sopa, gazpacho, lata, pronto para consumo",19,2.9,0.1,1.8,0.2,0
"Sopa, lentilha com presunto, lata, pronto para consumo",56,3.74,1.12,8.16,3
"Sopa de queijo, cheddar, condensada, CAMPBELL Soup Company",84,0.8,3.92,11.44,2.2,3
"Sopa, minestrone, lata, encorpado, pronto para consumo",53,2.13,1.17,8.64,2.4,2
"Sopa, minestrone, lata, concentrada, varejo",68,3.48,2.05,9.17,0.8,1
"Sopa, cogumelo cevada, lata, concentrada, varejo",61,1.5,1.8,9.6,0
"Sopa, creme de cogumelo, lata, concentrada, varejo",79,1.35,5.3,6.8,0.7,0
"Sopa, cogumelo com caldo de carne, lata, concentrada, varejo",68,2.51,3.21,7.41,0.1,6
"Sopa, cebola, lata, concentrada, varejo",46,3.06,1.42,6.68,0.7,0
"Sopa, creme de cebola, lata, concentrada, varejo",88,2.2,4.2,10.4,0.4,12
"Sopa, galinha e macarrao em forma de estrelas, condensada, CAMPBELL Soup Company",56,2.38,1.59,8.73,0.8,4
"Sopa, ostra cozida, lata, concentrada, varejo",48,1.72,3.13,3.32,0,11
"Sopa, ervilha verde, lata, concentrada, varejo",125,6.54,2.23,20.18,3.9,0
"Sopa, ervilha seca, com presunto, lata, encorpado, pronto para consumo",77,4.62,1.66,11.17,1.7,3
"Sopa, ervilha seca, com presunto, lata, concentrada, varejo",141,7.68,3.28,20.81,1.7,6
"Sopa, pepperpot, lata, concentrado",84,5.19,3.78,7.66,0.4,8
"Sopa, creme de batata, lata, concentrada",74,1.51,1.88,12.79,1.3,1
"Sopa, galinha e macarrao em forma de letras, condensada, CAMPBELL Soup Company",56,2.38,1.19,9.52,0.8,4
"Sopa, consome de carne legumes e cevada, lata, condensada, varejo",66,4.05,2.14,7.73,1,4
"Sopa, creme de camarao, lata, condensada",72,2.22,4.14,6.53,0.2,13
"Caldo de galinha, condensado, CAMPBELL Soup Company",16,0.81,0.81,0.81,0,4
"Sopa, tomate carne com macarrao, lata, condensada, varejo",112,3.55,3.42,16.87,1.2,3
"Sopa, galinha e macarrao instantaneo, condensada, CAMPBELL Soup Company",48,2.51,1.42,6.42,0.7,8
"Sopa, tomate e arroz, lata, condensada, varejo",93,1.64,2.12,17.08,1.3,1
"Sopa, peru, encorpado, pronto para consumo",57,4.33,1.87,5.96,4
"Sopa, peru com macarrao, lata, condensada, varejo",55,3.11,1.59,6.88,0.6,4
"Sopa, peru com vegetais, lata, condensada, varejo",60,2.52,2.47,7.05,0.5,1
"Sopa, vegetais, lata, encorpado, pronto para consumo, varejo",39,1.14,0.36,7.9,1.1,0
"Sopa, vegetariana, lata, condensada, varejo",59,1.72,1.58,9.78,0.5,0
"Sopa, carne, lata, encorpado, pronto para consumo",66,3.97,1.11,10.08,0.6,6
"Sopa, carne com vegetais, lata, condensada, varejo",63,4.45,1.51,8.11,1.6,4
"Sopa, vegetais com consome de carne, lata, condensada, varejo",66,2.42,1.56,10.7,1.3,1
"Sopa, consome de carne, po, seco",213,15.97,8.89,17.4,0,10
"Sopa, consome de carne, cubos, seco",170,17.3,4,16.1,0,4
"Sopa, carne com macarrao, desidratado, formula seca",324,17.93,6.39,48.64,2.7,13
"Sopa, consome de galinha, po, seco",267,16.66,13.88,18.01,0,13
"Sopa, consome de galinha, cubos, desidratado, seco",198,14.6,4.7,23.5,0,13
"Sopa, galinha e vegetais, condensada, CAMPBELL Soup Company",63,2.38,0.79,11.9,1.6,4
"Sopa, cebola, desidratado, formula seca",293,7.48,0.34,65.07,6.6,0
"Sopa, tomate e vegetais, desidratado, formula seca",325,11.73,5.09,59.9,3,3
"Sopa, creme de vegetais, desidratada, seca",446,8,24.1,52.1,3,2
"Molho, teriyaki, pronto para consumo",89,5.93,0.02,15.56,0.1,0
"Molho espesso, ""au jus"", enlatado",16,1.2,0.2,2.5,0,0
"Molho espesso, ""au jus"", desidratado",313,9.2,9.63,47.49,4
"Molho espesso, carne, lata",53,3.75,2.36,4.81,0.4,3
"Sopa, feijao com bacon, condensada, CAMPBELL Soup Company",125,6.25,2.34,19.53,6.3,4
"Molho espesso, marrom, seco",367,10.74,9.61,59.38,2,3
"Molho espesso, galinha, lata",79,1.93,5.71,5.42,0.4,2
"Molho espesso, galinha, desidratado",381,11.27,9.73,62.09,19
"Molho espesso, cogumelo, lata",50,1.26,2.71,5.47,0.4,0
"Molho espesso, cogumelo, desidratado, seco",328,10,4,64.66,4.8,3
"Molho espesso, cebola, desidratado, seco",322,9,3,67.64,6,2
"Molho espesso, suino, desidratado",367,8.78,8.63,63.57,2.4,10
"Molho espesso, peru, lata",51,2.6,2.1,5.1,0.4,2
"Molho espesso, peru, desidratado",367,10.42,7.19,65.12,14
"Molho espesso, nao especificado, desidratado",344,13,8,58,4
"Sopa, galinha e macarrao, desidratado, formula seca",377,15.42,6.51,62.32,3.2,74
"Molho para espaguete, sem carne, enlatado, commodity USDA",48,1.2,0.9,8.7,0
"Sopa, carne com macarrao instantaneo, condensada, CAMPBELL Soup Company",56,3.17,1.59,6.35,0.8,8
"Sopa, carne, vegetais e cevada, condensada, CAMPBELL Soup Company",71,3.97,1.19,11.9,2.4,8
"Sopa, carne e cogumelo, lata, condensada, varejo",61,4.6,2.4,5.2,0.2,5
"Sopa, galinha e cogumelo, lata, condensada, varejo",100,1.61,4.84,11.95,3.2,8
"Molho, barbecue",172,0.82,0.63,40.77,0.9,0
"Molho, ameixa, pronto para consumo",184,0.89,1.04,42.81,0.7,0
"Molho, pizza, enlatado, pronto para servir",54,2.18,1.15,8.67,2,3
"Sopa, de tomate ""bisque"", enlatada, concentrada",96,1.76,1.95,18.47,0.8,4
"Sopa, tomate, lata, concentrada, varejo",66,1.46,0.44,15.22,1.1,0
"Molho, salsa, pronto para consumo",29,1.54,0.17,6.72,1.8,0
"Molho, caseiro, branco, ralo",105,3.77,6.73,7.4,0.1,8
"Molho, caseiro, branco",147,3.84,10.63,9.17,0.2,7
"Molho, caseiro, branco, denso",186,3.99,13.83,11.61,0.3,6
"Molho, pronto para consumo, pimenta",11,0.51,0.37,1.75,0.3,0
"Molho, pronto para consumo, Tabasco",12,1.29,0.76,0.8,0.6,0
"Sopa, caldo de peixe,  receita caseira",17,2.26,0.81,0,0,1
"Molho, hoisin, pronto para o consumo",220,3.31,3.39,44.08,2.8,3
"Molho, ostra, pronto para consumo",51,1.35,0.25,10.92,0.3,0
"Molho, peixe, pronto para consumo",35,5.06,0.01,3.64,0,0
"Sopa, barbatana de tubarao, restaurante",46,3.2,2,3.8,0,2
"Sopa, creme de cogumelo, lata, concentrada, varejo",52,1.21,1.69,8.1,0.6,3
"Sopa, consome de frango, lata, baixo teor de sodio",7,1.36,0,0.38,0,0
"Molho, teriyaki, pronto para o consumo, baixo teor de sodio",89,5.93,0.02,15.58,0.1,0
"Sopa, consome de galinha, lata, concentrada, varejo",6,0.64,0.21,0.44,0,2
"Sopa creme, galinha, condensada, CAMPBELL Soup Company",50,3,1.5,7.5,0.4,4
"Sopa, creme de aspargos, lata, preparo com igual volume de leite, varejo",65,2.55,3.3,6.61,0.3,9
"Sopa, creme de brocolis, condensada, 98% menos gordura, CAMPBELL Soup Company",56,1.61,1.61,8.06,1.6,4
"Sopa, creme de salsao, lata, preparo com igual volume de leite, varejo",66,2.29,3.91,5.86,0.3,13
"Sopa, queijo, lata, preparo com igual volume de leite, varejo",92,3.77,5.8,6.47,0.4,19
"Sopa, galinha com macarrao, 25% menos sodio, condensada, CAMPBELL Soup Company",49,2.9,1.29,6.3,0.8,12
"Sopa de tomate, 25% menos sodio, condensada, CAMPBELL Soup Company",73,1.61,0,16.13,0.8
"Sopa de cogumelos, 25% menos sodio, condensada, CAMPBELL Soup Company",89,1.61,6.45,6.45,1.6,4
"Sopa, queijo e brocolis, 98% menos gordura, condensada, CAMPBELL Soup Company",56,1.61,1.21,9.68,0.8,4
"Sopa, creme de galinha, preparo com igual volume de leite, varejo",77,3.01,4.62,6.04,0.1,11
"Sopa, vegetais, lata, baixo teor de sodio, concentrado",65,2.2,0.9,12.11,2.1,0
"Sopa creme, aipo, 98% menos gordura, condensada, CAMPBELL Soup Company",56,0.81,2.42,7.26,1.6,4
"Sopa creme, galinha, 98% menos gordura, condensada, CAMPBELL Soup Company",55,1.8,2.02,7.46,0.4,4
"Sopa, marisco, new england, lata, preparo com igual volume de leite, varejo",61,3.24,2.02,7.46,0.3,7
"Sopa, creme de cogumelos, lata, preparo com igual volume de leite, varejo",64,2.36,3.58,5.76,0.3,4
"Sopa, creme de cebola, lata, preparo com igual volume de leite, varejo",75,2.74,3.78,7.4,0.3,13
"Sopa, ostra cozida, lata, preparo com igual volume de leite, varejo",55,2.51,3.24,3.99,0,13
"Sopa, ervilha verde, lata, preparo com igual volume de leite, varejo",94,4.97,2.77,12.69,1.1,7
"Sopa, creme de batata, lata, preparo com igual volume de leite, varejo",60,2.33,2.6,6.92,0.2,9
"Sopa, creme de camarao, lata, preparo com igual volume de leite, varejo",61,2.78,3.23,5.64,0.1,10
"CAMPBELL'S, sopa creme de aspargos, concentrada",89,1.61,5.65,7.26,2.4,4
"CAMPBELL'S, sopa creme de brocolis, concentrada",73,1.61,4.03,9.68,0.8,4
"CAMPBELL'S, sopa creme de cogumelos, concentrada",81,1.29,5.5,6.59,0.6,0
"CAMPBELL'S, sopa creme de cebola, concentrada",81,0.81,4.84,8.06,2.4,4
"CAMPBELL'S, sopa creme de batata, concentrada",71,1.51,1.35,13.25,1.3,1
"Sopa, tomate, lata, preparo com igual volume de leite, varejo",55,2.49,1.3,8.95,0.6,4
"CAMPBELL'S, sopa creme de ervilhas, concentrada",141,7.03,2.34,21.88,3.1,0
"CAMPBELL'S, sopa creme de tomate, concentrada",71,1.46,0.44,15.22,1.1,0
"CAMPBELL'S, sopa creme de ervilha com presunto e bacon, concentrada",141,7.81,1.56,23.44,3.1,4
"Sopa, creme de aspargos, lata, preparo com igual volume de agua, varejo",35,0.94,1.68,4.38,0.2,2
"Sopa, feijao preto, lata, preparo com igual volume de agua, varejo",46,2.42,0.66,7.71,3.4,0
"Sopa, feijao com porco, lata, preparo com igual volume de agua, varejo",63,2.88,2.16,8.31,2.9,1
"Sopa, feijao com salsicha, lata, preparo com igual volume de agua, varejo",75,3.99,2.79,8.8,5
"Sopa, carne com macarrao, lata, preparo com igual volume de agua, varejo",34,1.93,1.23,3.58,0.3,2
"Sopa, creme de salsao, lata, preparo com igual volume de agua, varejo",37,0.68,2.29,3.62,0.3,6
"Sopa, queijo, lata, preparo com igual volume de agua, varejo",63,2.19,4.24,4.26,0.4,12
"Sopa, consome de galinha, lata, preparo com igual volume de agua, varejo",16,2.02,0.57,0.38,0,0
"Sopa, creme de galinha, lata, preparo com igual volume de agua, varejo",48,1.41,3.02,3.8,0.1,4
"Sopa, consome de galinha, lata, preparo com igual volume de agua, varejo",23,1.08,0.59,3.43,0.8,2
"Sopa, galinha com macarrao, lata, preparo com igual volume de agua, varejo",25,1.27,0.95,2.95,0.2,5
"Sopa, galinha com arroz, lata, preparo com igual volume de agua, varejo",24,1.45,0.78,2.92,0.3,3
"Sopa, chili com carne, lata, preparo com igual volume de agua, varejo",57,2.49,1.24,9.23,1.2,5
"Sopa, marisco, estilo manhattan, lata, preparo com igual volume de agua",30,0.85,0.86,4.77,0.6,1
"Sopa, marisco, estilo new england, lata, preparo com igual volume de agua, varejo",35,1.55,1.01,5.05,0.3,3
"Sopa, consome de carne, preparo com igual volume de agua, varejo",12,2.22,0,0.73,0,0
"Sopa, minestrone, lata, preparo com igual volume de agua, varejo",34,1.77,1.04,4.66,0.4,1
"Sopa, cogumelo cevada, lata, preparo com igual volume de agua, varejo",30,0.77,0.93,4.8,0.3,0
"Sopa, creme de cogumelo, lata, preparo com igual volume de agua, varejo",39,0.66,2.59,3.33,0.3,0
"Sopa, cogumelo com caldo de carne, lata, preparo com igual volume de agua, varejo",35,1.29,1.65,3.81,0.3,3
"Sopa, creme de cebola, lata, preparo com igual volume de agua, varejo",44,1.13,2.16,5.2,0.4,6
"Sopa, ostra cozida, lata, preparo com igual volume de agua, varejo",24,0.87,1.59,1.69,6
"Sopa, ervilha verde, lata, preparo com igual volume de agua, varejo",61,3.2,1.09,9.88,1.9,0
"Sopa, ervilha seca, com presunto, lata, preparo com igual volume de agua, varejo",75,4.08,1.74,11.05,0.9,3
"Sopa, queijo, lata, preparo com igual volume de agua, varejo",41,2.54,1.85,3.75,0.2,4
"Sopa, creme de batata, lata, preparo com igual volume de agua, varejo",30,0.72,0.97,4.7,0.2,2
"Sopa, consome de carne legumes e cevada, lata, preparo com igual volume de agua, varejo",33,2.03,1.07,3.87,0.5,2
"Sopa, creme de camarao, lata, preparo com igual volume de agua, varejo",36,1.11,2.07,3.27,0.1,7
"Sopa, tomate carne com macarrao, lata, preparo com igual volume de agua, varejo",56,1.78,1.71,8.44,0.6,2
"Sopa, tomate com arroz, lata, preparo com igual volume de agua, varejo",47,0.82,1.06,8.54,0.7,1
"Sopa, peru com macarrao, lata, preparo com igual volume de agua, varejo",28,1.6,0.82,3.54,0.3,2
"Sopa, peru com vegetais, lata, preparo com igual volume de agua, varejo",30,1.28,1.26,3.58,0.2,1
"Sopa, vegetariana, lata, preparo com igual volume de agua, varejo",28,0.86,0.79,4.89,0.3,0
"Sopa, vegetais com carne, preparo com igual volume de agua, varejo",31,2.23,0.76,4.06,0.8,2
"Sopa, vegetais com consome de carne, lata, preparo com igual volume de agua, varejo",33,1.21,0.78,5.35,0.7,1
"Sopa, consome de carne, po, preparo com agua",3,0.21,0.08,0.25,0,0
"Sopa, consome de carne, cubos, preparo com agua",3,0.21,0.08,0.25,0,0
"Sopa, consome de galinha, desidratado, preparo com agua",4,0.28,0.23,0.3,0,0
"Sopa, consome de galinha, cubos, desidratado, preparo com agua",5,0.39,0.12,0.62,0
"Sopa, creme de galinha, desidratado, preparo com agua",41,0.68,2.04,5.11,0.1,1
"Sopa, galinha com arroz, desidratado, preparo com agua",24,0.97,0.57,3.66,0.3,1
"Sopa, consome com gelatina, desidratado, preparo com agua",7,0.87,0.08,0.78,0,0
"Sopa, cogumelo, desidratado, preparo com agua",33,0.66,1.82,4.4,0.2,0
"Sopa, cebola, desidratada, preparo com agua",12,0.32,0.01,2.77,0.3,0
"Sopa, rabada, desidratada, preparo com agua",28,1.11,1.01,3.54,0.1,0
"Sopa, tomate, desidratado, preparo com agua",38,0.93,0.61,7.17,0.4,2
"Sopa, tomate e vegetais, desidratado, preparo com agua",22,0.79,0.34,4.04,0.3,0
"Sopa, vegetais com carne, desidratado, preparo com agua",21,1.16,0.44,3.17,0.3,0
"Sopa, galinha com macarrao, desidratado, preparo com agua",23,0.84,0.55,3.67,0.1,4
"Sopa, carne com cogumelo, lata, preparo com igual volume de agua, varejo",30,2.37,1.23,2.6,0.1,3
"Sopa, galinha com cogumelo, lata, preparo com igual volume de agua, varejo",54,1.8,3.75,3.8,0.1,4
"Sopa, de tomate ""bisque"", enlatada, preparada com igual volume de agua",50,0.92,1.02,9.6,0.2,2
"Sopa, tomate, lata, preparo com igual volume de agua, varejo",30,0.79,0.28,6.57,0.6,0
"Molho picante, organico, CAMPBELL Soup Company",25,0,0,6.25,3.1,0
"Molho picante, CAMPBELL Soup Company",25,0,0,6.25,3.1,0
"Molho, queijo, pronto para consumo",174,6.71,13.29,6.83,0.5,29
"Molho, macarrao, espaguete/marinara, pronto para consumo",49,1.41,1.48,7.53,1.8,2
"Molho, tradicional Italiano, pronto para servir, CAMPBELL Soup Company",54,1.54,1.15,10,2.3,0
Caldo de peixe,16,2,0.6,0.4,0,0
"Sopa, tomate, baixo teor de sodio, com agua",30,0.79,0.28,6.57,0.6,0
"Sopa, creme de cogumelos, baixo teor de sodio, pronto para o consumo, lata",53,1,3.7,4.53,0.2,1
"Sopa, caldo de frango, baixo teor de sodio, lata",16,2,0.6,1.2,0,0
"Molho, barbecue, baixo teor de sodio",172,0.82,0.63,40.77,0.9,0
"Sopa, carne e cogumelos, baixo teor de sodio, com pedacos",69,4.3,2.3,9.58,0.2,6
"Sopa, galinha com macarrao instantaneo, condensada, CAMPBELL Soup Company, HEALTHY REQUEST",47,2.4,1.29,6.59,1,10
"Sopa creme de cogumelos, condensada, CAMPBELL Soup Company, HEALTHY REQUEST",55,1.29,1.7,8.6,1,0
"Sopa, ""minestrone"", condensada, CAMPBELL Soup Company, HEALTHY REQUES",63,2.38,0.4,11.9,2.4,0
"Sopa de tomate, condensada, CAMPBELL Soup Company, HEALTHY REQUEST",73,1.61,1.21,13.71,0.8,0
"Sopa, vegetais, condensada, CAMPBELL Soup Company, HEALTHY REQUEST",79,3.17,0.79,15.87,2.4,0
Morcela,379,14.6,34.5,1.29,0,120
"Bockwurst, porco, vitela, cru",301,14.03,25.87,2.95,1,93
"Mortadela, bovina",299,10.91,26.13,4.29,0,57
"Mortadela, bovina e suina",308,15.2,24.59,5.49,0,60
"Mortadela, suina",247,15.3,19.87,0.73,0,59
"Mortadela, peru",209,11.42,16.05,4.68,0.5,75
"Bratwurst, cozida, suina",333,13.72,29.18,2.85,0,74
"Braunschweiger (embutido de figado), suino",327,14.5,28.5,3.1,0,180
"Bratwurst, suino, bovino, granel",323,14.3,27.8,2.93,0,63
Pasta de galinha,158,18.01,17.56,4.05,0.3,56
"Chorizo, suino e bovino",455,24.1,38.27,1.86,0,88
"Carne seca, com camada gelatinosa",153,22.9,6.1,0,0,47
"Salsicha, bovina",316,11.16,28.3,3.36,0,55
"Salsicha, bovina e suina",305,11.53,27.64,1.72,0,50
"Salsicha, frango",223,15.51,16.19,2.74,0.4,96
"Salsicha, peru",223,12.23,17.29,3.81,0,77
"Presunto, pedacos, lata",239,16.06,18.83,0.26,0,49
"Presunto, pedacos, nao enlatado",180,16.5,10.3,4.2,0,59
"Presunto, fatiado, extra magro, (aprox 5% gordura)",131,16.93,3.5,0.97,0,41
"Presunto, fatiado, normal (aprox 11% gordura)",163,16.6,8.6,3.83,1.3,57
"Presunto, picado",263,16.28,20.68,1.84,0,70
Pasta de presunto,216,8.68,15.53,10.64,0,37
Pasta ou bastao de presunto e queijo,241,13.6,18.7,4,0,58
Pasta de presunto e queijo,245,16.18,18.53,2.28,0,61
"Linguica italiana, crua, porco",346,14.25,31.33,0.65,0,76
Mortadela libanesa bovina,172,19.03,10.44,0.44,0,55
"Linguica de figado, suina",326,14.1,28.5,2.2,0,158
"Fiambre, bovino, inteiro",308,14.4,26.2,2.9,0,64
"Fiambre, bovino, fatiado",117,17.94,3.4,2.59,0,48
"Fiambre, porco, lata",334,12.5,30.3,2.1,0,62
"Pastrami, peru",139,16.3,6.21,3.34,0.1,68
"Pate de figado, galinha, lata",201,13.45,13.1,6.55,0,391
"Pate de figado, ganso, defumado, lata",462,11.4,43.84,4.67,0,150
"Pate de figado, nao especificado, lata",319,14.2,28,1.5,0,255
"Linguca calabresa, suina, bovina",494,22.68,43.98,0,0,105
"Linguica de porco, fresca, crua",287,15.37,24.78,0.72,0,70
"Linguica de porco, fresca, cozida",325,18.53,27.25,1.42,0,86
"Linguica suina e bovina, fresca, cozida",396,13.8,36.25,2.7,0,71
Pasta de frango,200,11.64,13.52,7.41,0,30
"Salame, cozido, bovino",261,12.6,22.2,1.9,0,71
"Salame, cozido, suino e bovino",336,21.85,25.9,2.4,0,89
"Salame, cozido, peru",172,19.3,9.21,1.55,0.1,76
"Salame, seco ou duro, suino",407,22.58,33.72,1.6,0,79
"Salame, seco ou duro, suino",378,20.88,31.81,0.6,0,108
"Salame, seco ou duro, suino, bovino",235,7.66,17.34,11.94,0.2,38
"Linguica a granel defumada, suina",309,11.98,28.23,0.94,0,61
"Linguica a granel defumada, suina e bovina",320,12,28.73,2.42,0,58
"Linguica a granel defumada, suina e bovina, farinha e sem gordura",268,13.97,21.43,3.96,0,65
"Linguica a granel defumada, suina e bovina, sem gordura",313,13.28,27.61,1.92,0,65
"Salsicha viena, lata, suina e bovina",230,10.5,19.4,2.6,0,87
"Linguica italiana, cozida, suina",344,19.12,27.31,4.27,0.1,57
"Pastrami, bovino 2% de gordura",95,19.6,1.16,1.54,0,47
"Salame, Italiano, suino",425,21.7,37,1.2,0,80
"Carne de boi, curada, carne seca, lata",250,27.1,14.93,0,0,86
"Carne de boi, curada, carne seca, embalada",153,31.1,1.94,2.76,0,79
"Carne de boi, curada, pastrami",147,21.8,5.82,0.36,0,68
"Carne de boi, curada, linguca, cozido, defumado",312,14.11,26.91,2.42,0,67
"Carne de boi, curada, defumada, em pedacos",133,20.19,4.42,1.86,0,46
"Carne de boi, curada, fatias finas",176,28.11,3.84,5.71,0,41
"Mortadela, bovina, pobre em gordura",204,11.8,14.8,5.2,0,44
"Salsicha Frankfurter, bovina,  pobre em gordura",230,12,19.5,1.6,0,40
"Salsicha Frankfurter, bovina e suina,  pobre em gordura",152,11,10,4.4,0,44
"Salsicha Frankfurter, carne e frango, pobre em gordura",121,15.5,2.8,8.4,0.1,44
"Carne, mortadela, pobre em sodio",310,11.7,28.4,2,0,56
"Salsicha Frankfurter, baixo teor de sodio",312,12,28.51,1.8,0,61
"Cereais, KELLOGG, KELLOGG'S ALL-BRAN Original",260,13.14,4.9,74.24,29.3,0
"Cereais, KELLOGG'S sucrilhos chocolate",389,4.6,2.7,87.9,1.4,0
"Cereais, KELLOGG'S Corn Flakes",357,7.5,0.4,84.1,3.3,0
"Cereais, granola, caseiro",489,14.85,24.06,53.25,9,0
"Cereais, QUAKER, 100% granola natural, aveia, trigo e mel",421,10.55,11.62,73.65,10.2,2
"Cereais, KELLOGG'S rice krispies",381,6.75,2.05,85.05,0.4,0
"Cereais, QUAKER, graos de milho, instantaneo, puro, seco",359,7.31,2.14,76.02,4.2,0
"Cereais, creme de arroz, seco",370,6.3,0.5,82.4,0.7,0
"Cereais, creme de trigo, instantaneo, seco",366,10.6,1.4,75.5,3.3,0
"Cereais, aveia, dry",379,13.15,6.52,67.7,10.1,0
"Cereais, aveia, instantanea, fortificada, seca",362,11.92,6.9,69.52,10,0
"Cereais, aveia, instantanea, fortificada, preparada com agua (agua fervente ou microondas)",68,2.37,1.36,11.67,1.7,0
"Cereais, QUAKER, mingau instantaneo, macas e canela, seco",367,8.12,4.34,77.9,8,0
"Cereais, amido, seco",369,10.6,0.5,78,1.9,0
"Cereais, KELLOGG'S granola baixo teor em gordura",389,8.7,5.7,80.9,7,0
"Cereais, QUAKER, mingau multigraos, seco",333,11.3,2.58,73.44,12,0
"Cereais, QUAKER 100% granola natural com aveia, trigo, mel, e uva-passa Raisins",412,9.66,10.38,74.67,9.4,2
"Cereais, QUAKER, 100% granola natural, baixa gordura com uva-passa",388,8.42,5.52,80.57,9.6,1
"Cereais, KELLOGG'S granola baixa gordura com uva-passa",381,9,5.2,80.1,7.4,0
"Cereais, QUAKER, aveia rapida, seca",371,13.7,6.87,68.18,9.4,0
"Acerola, crua",32,0.4,0.3,7.69,1.1,0
"Suco de acerola, crua",23,0.4,0.3,4.8,0.3,0
"Maca, crua, com casca",52,0.26,0.17,13.81,2.4,0
"Maca, crua, sem casca",48,0.27,0.13,12.76,1.3,0
"Maca, crua, sem casca, cozida",53,0.26,0.36,13.64,2.4,0
"Maca, crua, sem casca, cozido, microondas",56,0.28,0.42,14.41,2.8,0
"Maca, lata, doce, fatias, solido, sem aquecer",67,0.18,0.49,16.7,1.7,0
"Maca, lata, doce, fatias, solido, quente",67,0.18,0.43,16.84,2,0
